san_pham_id,ten,mo_ta,gia,anh,con_hang,thuong_hieu
279247627,Điện thoại Xiaomi Redmi 15 5G (4GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi 15 5G (4GB/128GB) - Hàng chính hãng,4790000,https://salt.tikicdn.com/cache/280x280/ts/product/3d/de/aa/b958b2a7df334661441a6f5573325c8e.jpg,,Xiaomi
279212199,Điện thoại Samsung Galaxy A17 5G (4GB/128GB) - Hàng chính hãng,Điện thoại Samsung Galaxy A17 5G (4GB/128GB) - Hàng chính hãng,5690000,https://salt.tikicdn.com/cache/280x280/ts/product/a5/28/1d/aa4eae53b060f14aa9ad63fc03787e5a.jpg,,Samsung
279075666,Điện Thoại Xiaomi Redmi A5 4GB/128GB - Hàng Chính Hãng,Điện Thoại Xiaomi Redmi A5 4GB/128GB - Hàng Chính Hãng,2819000,https://salt.tikicdn.com/cache/280x280/ts/product/e5/a1/54/e6c57092797c802c71a42863d956dfe7.jpg,,Xiaomi
279073981,Điện thoại Xiaomi Redmi Note 15 5G (6GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi Note 15 5G (6GB/128GB) - Hàng chính hãng,7490000,https://salt.tikicdn.com/cache/280x280/ts/product/2a/d1/80/76d0d5c0713be3d15952f101e3117bf1.jpg,,Xiaomi
279073856,Điện thoại Xiaomi Redmi Note 15 (6GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi Note 15 (6GB/128GB) - Hàng chính hãng,5990000,https://salt.tikicdn.com/cache/280x280/ts/product/34/d0/57/a1387fa6c4ae45a9427386c475ff0962.jpg,,Xiaomi
278902698,Điện thoại Xiaomi Poco C85 (6GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Poco C85 (6GB/128GB) - Hàng chính hãng,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/95/a4/a4/e020aaf9e6e097bc63ebc6fa237b9804.jpg,,Xiaomi
278884149,Điện thoại Realme Note 60x (3GB/64GB) - Hàng chính hãng,Điện thoại Realme Note 60x (3GB/64GB) - Hàng chính hãng,2650000,https://salt.tikicdn.com/cache/280x280/ts/product/2e/5b/97/c867c94816bc5a629426428ffc19c5a8.jpg,,Realme
278831485,"Máy tính bảng Xiaomi Pad 7 11.2"" Wifi (8GB/256GB) - Hàng chính hãng","Máy tính bảng Xiaomi Pad 7 11.2"" Wifi (8GB/256GB) - Hàng chính hãng",11290000,https://salt.tikicdn.com/cache/280x280/ts/product/92/9a/00/9b5d8bc3aaa7adb60774c8cd3c153a1f.jpg,,Xiaomi
278814626,Điện thoại Xiaomi Redmi 15C (4GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi 15C (4GB/128GB) - Hàng chính hãng,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/3a/64/41/ef02da5d863fa7e07ae36f67ff01c4c8.jpg,,Xiaomi
278729165,Máy tính bảng Samsung Galaxy Tab A11 LTE (4GB/64GB) - Hàng chính hãng,Máy tính bảng Samsung Galaxy Tab A11 LTE (4GB/64GB) - Hàng chính hãng,4890000,https://salt.tikicdn.com/cache/280x280/ts/product/84/98/06/027898fb79b184eb1d37347a6895bd8d.jpg,,Samsung
278591193,Điện thoại Samsung Galaxy A17 5G (8GB/128GB) - Hàng chính hãng,Điện thoại Samsung Galaxy A17 5G (8GB/128GB) - Hàng chính hãng,6390000,https://salt.tikicdn.com/cache/280x280/ts/product/f9/bc/3e/653670957dc8888dae42215fe82a4b1e.jpg,,Samsung
278580531,Điện thoại Xiaomi Redmi 15 (6GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi 15 (6GB/128GB) - Hàng chính hãng,4790000,https://salt.tikicdn.com/cache/280x280/ts/product/1d/ec/4c/390032402f5ff72b961f3edf59d90def.jpg,,Xiaomi
278540683,Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính Hãng,Điện Thoại Samsung Galaxy A17 5G 8GB/128GB - Hàng Chính Hãng,5619000,https://salt.tikicdn.com/cache/280x280/ts/product/59/79/da/04c9b863bdcc691a0019bac3ba8cbff8.jpg,,Samsung
277962391,Điện thoại vivo Y28 (8GB+128GB) - Hàng chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,Điện thoại vivo Y28 (8GB+128GB) - Hàng chính hãng - 1 Đổi 1 tháng đầu tiên - Bảo hành 12 tháng,5790000,https://salt.tikicdn.com/cache/280x280/ts/product/23/5c/ef/2b234e9da67ef62983be5ddcc7abb5f3.jpg,,Vivo
277878418,Điện thoại Xiaomi Redmi A5 (4GB/128GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi A5 (4GB/128GB) - Hàng chính hãng,3290000,https://salt.tikicdn.com/cache/280x280/ts/product/31/be/c1/3a44e9ba4cc0e6895d20d886fbcf33e0.jpg,,Xiaomi
277877804,Điện thoại Xiaomi Redmi A5 (3GB/64GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi A5 (3GB/64GB) - Hàng chính hãng,2790000,https://salt.tikicdn.com/cache/280x280/ts/product/31/be/c1/72b0d8a54972f88b9c08904bb1a06186.jpg,,Xiaomi
277776768,Điện thoại Oppo A3 (8GB/256GB) - Hàng chính hãng,Điện thoại Oppo A3 (8GB/256GB) - Hàng chính hãng,6490000,https://salt.tikicdn.com/cache/280x280/ts/product/66/52/19/2b2cdbad166465a94ab4ca822db9aef8.jpg,,OPPO
277175955,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,2199000,https://salt.tikicdn.com/cache/280x280/ts/product/76/59/a1/300e65677f36d963cc26cb0196b8456e.jpg,,Xiaomi
276925932,Điện thoại Samsung Galaxy A16 LTE - Hàng chính hãng,Điện thoại Samsung Galaxy A16 LTE - Hàng chính hãng,5090000,https://salt.tikicdn.com/cache/280x280/ts/product/fb/78/0c/f88ea8836a305f29cfe7f21a0f4029f2.jpg,,Samsung
276539826,"Máy đọc sách New Kindle 2024, 16Gb Mới nguyên Seal - Hàng chính hãng","Máy đọc sách New Kindle 2024, 16Gb Mới nguyên Seal - Hàng chính hãng",3690000,https://salt.tikicdn.com/cache/280x280/ts/product/81/97/07/ef850ab65d627136e37df90097857451.jpg,,Kindle
276451993,"Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG","Máy đọc sách Basic 2024 màn hình 6 inch, độ phân giải 300ppi, dung Lượng 16GB, cổng sạc type C - HÀNG CHÍNH HÃNG",3690000,https://salt.tikicdn.com/cache/280x280/ts/product/5b/6f/09/63fb919564695f96cc902f513bdc62e1.jpg,,X eXtreme
276440892,[MỚI] Điện thoại vivo Y19s (8GB+128GB) - 1 Đổi 1 trong tháng đầu tiên - Bảo hành chính hãng 12 tháng - Hàng Chính Hãng,[MỚI] Điện thoại vivo Y19s (8GB+128GB) - 1 Đổi 1 trong tháng đầu tiên - Bảo hành chính hãng 12 tháng - Hàng Chính Hãng,4790000,https://salt.tikicdn.com/cache/280x280/ts/product/43/d4/da/94f3770c196ece20550529d9856768ba.jpg,,Vivo
275386649,Điện Thoại Nokia 3210 4G - Hàng Chính Hãng,Điện Thoại Nokia 3210 4G - Hàng Chính Hãng,1549000,https://salt.tikicdn.com/cache/280x280/ts/product/d5/1a/6f/b51523cacf4a3e808d340fd9b619c510.jpg,,Nokia
226552005,Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,Điện thoại bàn Panasonic KX-TSC11 hàng chính hãng,620000,https://salt.tikicdn.com/cache/280x280/ts/product/84/dd/92/037e2732903a03d0f5e081af2d2d917b.jpg,,Panasonic
198868735,Điện thoại IP Grandstream GRP 2601 hàng chính hãng,Điện thoại IP Grandstream GRP 2601 hàng chính hãng,880000,https://salt.tikicdn.com/cache/280x280/ts/product/79/12/a4/e2a12a711e482a8b6a6f8b77bd3190b0.jpg,,Grandstream
196197701,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,Điện thoại Samsung Galaxy Z Fold4 5G (12GB/256GB) - Hàng chính hãng,40990000,https://salt.tikicdn.com/cache/280x280/ts/product/c9/07/6d/6e783dcd433ef3774fcc2632a19651b3.jpg,,Samsung
172537996,"(Hàng chính hãng) Điện thoại bàn hữu tuyến H2P, hiệu Alcatel - Lucent","(Hàng chính hãng) Điện thoại bàn hữu tuyến H2P, hiệu Alcatel - Lucent",2220000,https://salt.tikicdn.com/cache/280x280/ts/product/ab/f8/49/c91c79259e394681fc3e9650757e112f.png,,Alcatel
164213695,Điện thoại bàn Panasonic KX-TGB110 hàng chính hãng,Điện thoại bàn Panasonic KX-TGB110 hàng chính hãng,850000,https://salt.tikicdn.com/cache/280x280/ts/product/77/b0/69/63bbae55fe5a5a096392c6d325e8fc95.jpg,,Panasonic
156222386,Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,489000,https://salt.tikicdn.com/cache/280x280/ts/product/15/10/be/76f84f9e5c2ba6ca436b2f767493b653.PNG,,Panasonic
94453667,Điện thoại VoIP Yealink SIP-T30,Điện thoại VoIP Yealink SIP-T30,1050000,https://salt.tikicdn.com/cache/280x280/ts/product/22/22/42/f2e510e7d7949b4a3d0cc0e73ef8e952.jpg,,Yealink
53380152,Điện Thoại IP Phone Fanvil X1S - Hàng Chính Hãng,Điện Thoại IP Phone Fanvil X1S - Hàng Chính Hãng,950000,https://salt.tikicdn.com/cache/280x280/ts/product/a7/ca/61/b87fe4db89fdff3ff664cadaa9942414.jpg,,Fanvil
29440849,điện thoại  IP622C - hàng chính hãng,điện thoại  IP622C - hàng chính hãng,1650000,https://salt.tikicdn.com/cache/280x280/ts/product/36/ae/47/11f587e464e6ff8ae28d4ea5cbb01723.jpg,,Flyingvoice
4048581,Điện Thoại Bàn Panasonic KX-TSC11,Điện Thoại Bàn Panasonic KX-TSC11,739000,https://salt.tikicdn.com/cache/280x280/ts/product/1e/d0/02/a1ddac9b56a2df5a4e1aa925eab04a22.jpg,,Panasonic
279342319,Điện thoại OPPO A5 6GB/128GB - Hàng Chính Hãng,Điện thoại OPPO A5 6GB/128GB - Hàng Chính Hãng,4490000,https://salt.tikicdn.com/cache/280x280/ts/product/a3/d5/77/cb96d0fc1e4ced438d613a8366d70fd5.jpg,,OPPO
279314917,Điện thoại Xiaomi Redmi Note 15 Pro 12GB/256GB - Hàng Chính Hãng,Điện thoại Xiaomi Redmi Note 15 Pro 12GB/256GB - Hàng Chính Hãng,7750000,https://salt.tikicdn.com/cache/280x280/ts/product/78/a7/85/57c6cce3e8758c07ab577eb0f1dae6bb.jpg,,Xiaomi
279314684,Điện thoại Xiaomi Redmi 15 5G 4GB/128GB - Hàng Chính Hãng,Điện thoại Xiaomi Redmi 15 5G 4GB/128GB - Hàng Chính Hãng,3990000,https://salt.tikicdn.com/cache/280x280/ts/product/31/41/02/b300892eeacf7432ed552394a49a3594.jpg,,Xiaomi
279303035,Điện Thoại Xiaomi POCO X8 Pro Max  5G 12GB/512GB - Hàng Chính Hãng,Điện Thoại Xiaomi POCO X8 Pro Max  5G 12GB/512GB - Hàng Chính Hãng,15529000,https://salt.tikicdn.com/cache/280x280/ts/product/5b/95/48/2e7350b599d4b0cb7831a70f508d4fd0.jpg,,Xiaomi
279302041,Điện Thoại Samsung Galaxy A37 5G 8GB/128GB - Hàng Chính Hãng,Điện Thoại Samsung Galaxy A37 5G 8GB/128GB - Hàng Chính Hãng,9869000,https://salt.tikicdn.com/cache/280x280/ts/product/85/9c/d0/972d00a95b7757452658f2922ac785c3.jpg,,Samsung
279297038,Điện Thoại Samsung Galaxy A57 5G 8GB/128GB - Hàng Chính Hãng,Điện Thoại Samsung Galaxy A57 5G 8GB/128GB - Hàng Chính Hãng,10989000,https://salt.tikicdn.com/cache/280x280/ts/product/da/ea/25/b2013c3cd3718bc2a9ed25c68314b53a.jpg,,Samsung
279292877,"Máy tính bảng Xiaomi Redmi Pad 2 11"" 4G (4GB/128GB) - Hàng chính hãng","Máy tính bảng Xiaomi Redmi Pad 2 11"" 4G (4GB/128GB) - Hàng chính hãng",5890000,https://salt.tikicdn.com/cache/280x280/ts/product/b4/c5/2f/6c8c185f3863f5770f94c883842740e0.jpg,,Xiaomi
279280385,Điện thoại Xiaomi Redmi Note 15 Pro (8GB/256GB) - Hàng chính hãng,Điện thoại Xiaomi Redmi Note 15 Pro (8GB/256GB) - Hàng chính hãng,8990000,https://salt.tikicdn.com/cache/280x280/ts/product/77/a4/0a/3ffed4c1e6ef546db9860082a47ae94e.jpg,,Xiaomi
279185974,Tai nghe nhét tai Samsung EO-IC100 Type C - Hàng Chính Hãng,Tai nghe nhét tai Samsung EO-IC100 Type C - Hàng Chính Hãng,190000,https://salt.tikicdn.com/cache/280x280/ts/product/9e/3b/d8/8c2e1e89a22b272d886eac69b94c9af3.png,,Samsung
279174132,Máy Tính Bảng Samsung Galaxy Tab A11 Wifi 4GB/64GB - Hàng Chính Hãng,Máy Tính Bảng Samsung Galaxy Tab A11 Wifi 4GB/64GB - Hàng Chính Hãng,3299000,https://salt.tikicdn.com/cache/280x280/ts/product/71/ac/cb/0a2d93675038001b43c975996aee01a1.jpg,,Samsung
279075947,Điện Thoại Oppo A6t 4GB/64GB - Hàng Chính Hãng,Điện Thoại Oppo A6t 4GB/64GB - Hàng Chính Hãng,3989000,https://salt.tikicdn.com/cache/280x280/ts/product/b2/93/05/928788c1ca070a1a3de4481a73bb071a.jpg,,OPPO
279075815,Điện Thoại Xiaomi POCO C71 3GB/64GB - Hàng Chính Hãng,Điện Thoại Xiaomi POCO C71 3GB/64GB - Hàng Chính Hãng,2149000,https://salt.tikicdn.com/cache/280x280/ts/product/b0/0e/0d/f653c5ad12f70f0315de849a6cdb7d3b.jpg,,Xiaomi
278974811,Điện Thoại Samsung Galaxy A16 5G (4GB/128GB) -  Đã Kích Hoạt Bảo Hành Điện Tử -  Hàng Chính Hãng,Điện Thoại Samsung Galaxy A16 5G (4GB/128GB) -  Đã Kích Hoạt Bảo Hành Điện Tử -  Hàng Chính Hãng,4990000,https://salt.tikicdn.com/cache/280x280/ts/product/1f/eb/e3/70ea444c1d20fd520feeb2950e11d95c.png,,Samsung
278833664,Điện Thoại Samsung Galaxy A07 4GB/64GB - Hàng Chính Hãng,Điện Thoại Samsung Galaxy A07 4GB/64GB - Hàng Chính Hãng,2719000,https://salt.tikicdn.com/cache/280x280/ts/product/4f/35/98/7de2830ff441b5bb93e93662242febcb.jpg,,Samsung
277944334,Điện Thoại Samsung Galaxy A06 5G 4GB/64GB - Hàng Chính Hãng,Điện Thoại Samsung Galaxy A06 5G 4GB/64GB - Hàng Chính Hãng,2699000,https://salt.tikicdn.com/cache/280x280/ts/product/a5/a0/34/8d34647a6f97612e08a6869a6a7729ab.jpg,,Samsung
275504716,Điện Thoại Xiaomi Redmi A3 4GB/128GB - Hàng Chính Hãng,Điện Thoại Xiaomi Redmi A3 4GB/128GB - Hàng Chính Hãng,2399000,https://salt.tikicdn.com/cache/280x280/ts/product/cb/14/d2/469a7b5daddb5ea220f930343d141bb1.jpg,,Xiaomi
270794184,"Máy đọc sách Kobo Clara (Clara Colour, Clara BW, Clara 2e, Clara HD) - 6inch, 16gb - Hàng Chính Hãng","Máy đọc sách Kobo Clara (Clara Colour, Clara BW, Clara 2e, Clara HD) - 6inch, 16gb - Hàng Chính Hãng",5500000,https://salt.tikicdn.com/cache/280x280/ts/product/59/85/37/15f2af9b79eb2cbe9e09130ab5ecbab3.jpg,,Kobo
181928208,Điện thoại bàn Panasonic KX-TGC310 hàng chính hãng,Điện thoại bàn Panasonic KX-TGC310 hàng chính hãng,1050000,https://salt.tikicdn.com/cache/280x280/ts/product/5b/a5/c1/2bf1ed55c8919a261bf18c9e9d4380d2.jpg,,Panasonic
181928189,Điện thoại bàn Panasonic KX-TGC312 hàng chính hãng,Điện thoại bàn Panasonic KX-TGC312 hàng chính hãng,1550000,https://salt.tikicdn.com/cache/280x280/ts/product/a3/7b/7b/ca779c901286b973e681d82bf4cddda1.jpg,,Panasonic
181927774,Điện thoại bàn Panasonic KX-TGD310 hàng chính hãng,Điện thoại bàn Panasonic KX-TGD310 hàng chính hãng,1190000,https://salt.tikicdn.com/cache/280x280/ts/product/98/d1/15/b90f8523563a566d553a97d5474dee78.jpg,,Panasonic
181927736,Điện thoại bàn Panasonix KX-TGD312 hàng chính hãng,Điện thoại bàn Panasonix KX-TGD312 hàng chính hãng,1850000,https://salt.tikicdn.com/cache/280x280/ts/product/a9/d3/c3/e0db04f1b762462ca82d6f0aac15909d.jpg,,Panasonic
181927718,Điện thoại bàn Panasonic KX-TGC313 hàng chính hãng,Điện thoại bàn Panasonic KX-TGC313 hàng chính hãng,2150000,https://salt.tikicdn.com/cache/280x280/ts/product/d8/6e/83/7304bb1e45d885167c40492c585d25f5.png,,Panasonic
173789184,Điện thoại bàn treo tường TC990,Điện thoại bàn treo tường TC990,250000,https://salt.tikicdn.com/cache/280x280/ts/product/ec/2b/36/b9bed2790bf57d8f1a52a13663263429.jpg,,Uniden
140940220,Máy đọc sách Kobo Sage - hàng nhập khẩu,Máy đọc sách Kobo Sage - hàng nhập khẩu,8390000,https://salt.tikicdn.com/cache/280x280/ts/product/fc/f3/0e/bcb04712f34c9c6ee327b9bc95c10b22.jpg,,Kobo
139632023,"Máy đọc sách Kobo Libra (Libra Colour, Libra 2) - hàng nhập khẩu","Máy đọc sách Kobo Libra (Libra Colour, Libra 2) - hàng nhập khẩu",8600000,https://salt.tikicdn.com/cache/280x280/ts/product/a5/29/a3/ee921c75202c1ddbe6a33112e61775cc.jpg,,Kobo
117347869,ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,15230000,https://salt.tikicdn.com/cache/280x280/ts/product/b9/77/a7/bbdbf4268b53d0db9e5cea42e52272a2.jpg,,Yealink
102620086,Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,1200000,https://salt.tikicdn.com/cache/280x280/ts/product/3f/60/64/7d4ab01ed2b81a0f29838fc626ae7d12.jpg,,Yealink
